order_date,Daily_Revenue,Daily_COGS,Total_Units_Sold,Total_Orders,Active_Promos,N_Active_Promos,Day_of_Week,Month,Quarter,Year,Day_of_Year,Is_Weekend,Is_Month_End,Is_Quarter_End,Is_Public_Holiday,Is_Mega_Sale,Total_Sessions,Avg_Bounce_Rate,Avg_Session_Dur,Revenue_Lag_1D,COGS_Lag_1D,Revenue_Lag_7D,COGS_Lag_7D,Revenue_Lag_30D,COGS_Lag_30D,Revenue_Lag_365D,COGS_Lag_365D,Revenue_Rolling_7D,Sessions_Rolling_7D,Revenue_Rolling_30D,Sessions_Rolling_30D,Daily_Returns,Return_Rate
2013-07-30,6803735.35,6153776.5417327145,1450,295,62,1,1,7,3,2013,211,0,0,0,0,0,22570.0,0.00426,112.1,7511673.5200000005,6050620.543791516,4147184.74,3339217.088486806,5257414.3,6189249.256323155,6042464.3,4792583.123425581,5660527.978571429,21990.85714285714,4114770.0050000004,21254.466666666667,55.0,0.0379
2013-07-31,9166873.59,9849379.680856502,2381,486,206,1,2,7,3,2013,212,0,1,0,0,0,21645.0,0.00565,219.7,6803735.35,6153776.5417327145,6480028.38,5215573.923415911,4921574.16,5893419.440815539,8127128.82,6328746.467964071,6040035.2085714275,22216.285714285714,4166314.04,21113.2,63.0,0.0265
2013-08-01,9923281.81,11020551.692358844,2602,509,232,1,3,8,3,2013,213,0,0,0,0,0,23532.0,0.004,186.4,9166873.59,9849379.680856502,5748380.6,4490030.316430283,5283345.03,6187125.072052805,8174939.25,6504334.038845712,6423870.238571429,21898.0,4307824.021,21144.133333333335,113.0,0.0434
2013-08-02,6796390.91,8803327.772918317,1991,405,229,1,4,8,3,2013,214,0,0,0,0,0,22089.0,0.00367,144.5,9923281.81,11020551.692358844,6285500.84,4995837.170769793,5898393.01,7019618.451477833,8795861.97,6823299.54665449,7020284.697142857,21785.714285714286,4462488.580333333,21189.933333333334,60.0,0.0301
2013-08-03,4801184.77,6587555.923242881,1678,338,220,1,5,8,3,2013,215,1,0,0,0,0,19760.0,0.0044,205.7,6796390.91,8803327.772918317,3951589.99,3155541.240988822,1905076.6099999999,2205969.9010666893,8470204.92,6523633.134974061,7093268.992857143,21974.285714285714,4492421.843666667,21238.766666666666,87.0,0.0518
2013-08-04,4585791.21,6497971.01983549,1504,291,193,1,6,8,3,2013,216,1,0,0,0,0,22135.0,0.00542,158.4,4801184.77,6587555.923242881,5499337.78,4495711.711997148,1962713.44,2346519.0481015514,5642879.11,4514707.847107152,7214639.675714286,22197.428571428572,4588958.782333333,21223.3,52.0,0.0346
2013-08-05,2005425.8699999999,2763411.198056485,591,129,90,1,0,8,3,2013,217,0,0,0,0,0,25518.0,0.00565,188.0,4585791.21,6497971.01983549,7511673.5200000005,6050620.543791516,1719684.1,1978389.6364641842,2162529.26,1687477.7732941615,7084133.022857144,21784.428571428572,4676394.708000001,21217.533333333333,7.0,0.0118
2013-08-06,2142251.03,3063344.3724854975,671,123,82,1,1,8,3,2013,218,0,0,0,0,0,21270.0,0.00402,315.4,2005425.8699999999,2763411.198056485,6803735.35,6153776.5417327145,2179217.76,2647262.5516326996,3342726.45,2695145.5562495403,6297526.215714285,22464.14285714286,4685919.433666667,21406.4,19.0,0.0283
2013-08-07,2341533.07,3018744.4623791752,772,158,98,1,2,8,3,2013,219,0,0,0,0,0,21729.0,0.00321,193.3,2142251.03,3063344.3724854975,9166873.59,9849379.680856502,1933933.55,2238459.593471505,1880483.96,1479489.9568350355,5631599.884285714,22278.428571428572,4684687.209333333,21462.966666666667,46.0,0.0596
2013-08-08,2681064.05,3722625.5030382103,928,202,126,1,3,8,3,2013,220,0,0,0,0,0,25048.0,0.00572,312.2,2341533.07,3018744.4623791752,9923281.81,11020551.692358844,3478161.67,4217554.714696724,2213952.45,1700036.2403616074,4656551.238571429,22290.428571428572,4698273.86,21558.433333333334,34.0,0.0366
2013-08-09,2312411.11,3136936.5649556615,848,159,88,1,4,8,3,2013,221,0,0,0,0,0,21871.0,0.00368,317.0,2681064.05,3722625.5030382103,6796390.91,8803327.772918317,2922173.27,3509216.618791775,4037002.9,3267907.9490293423,3621948.7014285713,22507.0,4671703.939333334,21634.066666666666,35.0,0.0413
2013-08-10,1589318.58,2105377.9763406264,557,112,66,1,5,8,3,2013,222,1,0,0,0,0,22931.0,0.00561,223.1,2312411.11,3136936.5649556615,4801184.77,6587555.923242881,4266382.05,5068521.657766605,2919365.39,2292391.4452999136,2981380.1585714286,22475.85714285714,4651378.534,21599.4,32.0,0.0575
2013-08-11,1888615.92,2618227.0300192945,613,127,73,1,6,8,3,2013,223,1,0,0,0,0,20544.0,0.00475,235.5,1589318.58,2105377.9763406264,4585791.21,6497971.01983549,4468301.7700000005,5267025.867736262,2517011.44,2003971.1942386765,2522542.131428571,22928.85714285714,4562143.085,21625.133333333335,31.0,0.0506
2013-08-12,1780979.22,2410749.784197294,677,133,71,1,0,8,3,2013,224,0,0,0,0,0,24576.0,0.00536,219.8,1888615.92,2618227.0300192945,2005425.8699999999,2763411.198056485,2979896.7800000003,3477018.196652391,3183954.64,2489508.387063682,2137231.3757142858,22701.571428571428,4476153.556666668,21596.766666666666,25.0,0.0369
2013-08-13,2347870.88,3038368.1505114986,782,157,94,1,1,8,3,2013,225,0,0,0,0,0,19843.0,0.00566,283.4,1780979.22,2410749.784197294,2142251.03,3063344.3724854975,3391445.2600000002,4040891.946637968,3559008.94,2886315.9534529857,2105167.5685714283,22567.0,4436189.638,21716.3,20.0,0.0256
2013-08-14,2567342.82,3503910.6767024845,1021,193,99,1,2,8,3,2013,226,0,0,0,0,0,23377.0,0.00503,244.7,2347870.88,3038368.1505114986,2341533.07,3018744.4623791752,3248407.21,3786658.3975399705,3797425.58,3048779.2756302003,2134541.8328571427,22363.14285714286,4401403.825333333,21711.433333333334,52.0,0.0509
2013-08-15,3183134.48,4208257.973699986,1158,228,121,1,3,8,3,2013,227,0,0,0,0,0,24562.0,0.00479,110.5,2567342.82,3503910.6767024845,2681064.05,3722625.5030382103,3269089.11,3769593.8065662268,3617629.73,2763044.952049266,2166800.368571428,22598.571428571428,4378701.6790000005,21871.1,43.0,0.0371
2013-08-16,3250634.65,4267186.599829969,1136,217,128,1,4,8,3,2013,228,0,0,0,0,0,21594.0,0.0042,127.9,3183134.48,4208257.973699986,2312411.11,3136936.5649556615,3380108.96,4024596.8684543013,4532660.34,3632310.950094056,2238524.7157142856,22529.14285714286,4375836.524666667,22032.8,41.0,0.0361
2013-08-17,2769482.81,3783435.8415109566,1021,196,111,1,5,8,3,2013,229,1,0,0,0,0,25258.0,0.0049,127.6,3250634.65,4267186.599829969,1589318.58,2105377.9763406264,4658687.08,5567421.346315203,3848204.64,3057472.0004290696,2372556.65,22489.571428571428,4371520.714333333,22089.866666666665,28.0,0.0274
2013-08-18,2212439.46,2779862.569372443,765,149,75,1,6,8,3,2013,230,1,0,0,0,0,24646.0,0.00336,285.5,2769482.81,3783435.8415109566,1888615.92,2618227.0300192945,4823776.25,5465685.481359579,3364468.95,2745385.86366096,2541151.5399999996,22822.0,4308547.238666667,22281.233333333334,23.0,0.0301
2013-08-19,2595125.75,3360785.812996555,848,171,103,1,0,8,3,2013,231,0,0,0,0,0,23836.0,0.00558,162.3,2212439.46,2779862.569372443,1780979.22,2410749.784197294,2971472.09,3387615.301006579,3722884.48,2884241.883355217,2587412.0457142857,23408.0,4221502.6790000005,22400.8,33.0,0.0389
2013-08-20,2394085.46,3138834.329730399,783,156,86,1,1,8,3,2013,232,0,0,0,0,0,23145.0,0.00421,177.2,2595125.75,3360785.812996555,2347870.88,3038368.1505114986,3870016.88,3839644.552211293,3288180.06,2637399.916133926,2703718.692857143,23302.285714285714,4208957.801,22480.933333333334,32.0,0.0409
2013-08-21,2399696.05,3196040.0976941753,894,173,97,1,2,8,3,2013,233,0,0,0,0,0,22174.0,0.00393,127.8,2394085.46,3138834.329730399,2567342.82,3503910.6767024845,5030133.96,4462029.327847195,3703326.67,3013646.5429637027,2710320.7757142857,23774.0,4159760.087,22488.1,32.0,0.0358
2013-08-22,3257726.31,4532014.414992515,1067,224,145,1,3,8,3,2013,234,0,0,0,0,0,20674.0,0.00368,108.9,2399696.05,3196040.0976941753,3183134.48,4208257.973699986,4147184.74,3339217.088486806,4089522.06,3150980.239797147,2686371.237142857,23602.14285714286,4072078.8233333332,22586.3,33.0,0.0309
2013-08-23,2969623.97,3951095.8062238363,1062,217,119,1,4,8,3,2013,235,0,0,0,0,0,21969.0,0.00484,146.4,3257726.31,4532014.414992515,3250634.65,4267186.599829969,6480028.38,5215573.923415911,5095471.6899999995,3889378.6648248844,2697027.2128571426,23046.714285714286,4042430.209,22575.7,42.0,0.0395
2013-08-24,2555485.79,3705673.1787266424,907,178,104,1,5,8,3,2013,236,1,0,0,0,0,22020.0,0.0054,253.3,2969623.97,3951095.8062238363,2769482.81,3783435.8415109566,5748380.6,4490030.316430283,4038337.96,3140343.4454391683,2656882.8299999996,23100.285714285714,3925416.7286666664,22512.233333333334,20.0,0.0221
2013-08-25,2705095.97,3596876.8815792724,879,167,100,1,6,8,3,2013,237,1,0,0,0,0,23027.0,0.00326,316.9,2555485.79,3705673.1787266424,2212439.46,2779862.569372443,6285500.84,4995837.170769793,3153324.91,2457463.2717062267,2626311.827142857,22637.714285714286,3818986.9016666664,22435.633333333335,35.0,0.0398
2013-08-26,3068599.21,4277857.417662274,999,191,117,1,0,8,3,2013,238,0,0,0,0,0,23617.0,0.00429,183.7,2705095.97,3596876.8815792724,2595125.75,3360785.812996555,3951589.99,3155541.240988822,3942667.39,3197263.170842494,2696691.3285714285,22406.428571428572,3699640.072666667,22510.9,24.0,0.024
2013-08-27,2611988.72,3455182.0229330775,928,204,105,1,1,8,3,2013,239,0,0,0,0,0,23901.0,0.00322,233.3,3068599.21,4277857.417662274,2394085.46,3138834.329730399,5499337.78,4495711.711997148,2840663.96,2205825.4069954036,2764330.3942857147,22375.14285714286,3670207.0466666664,22691.533333333333,83.0,0.0894
2013-08-28,3310832.09,4257835.18088713,1180,237,133,1,2,8,3,2013,240,0,0,0,0,0,21366.0,0.00472,134.2,2611988.72,3455182.0229330775,2399696.05,3196040.0976941753,7511673.5200000005,6050620.543791516,8539277.55,6657693.32817585,2795459.431428571,22483.14285714286,3573962.0779999997,22654.033333333333,48.0,0.0407
2013-08-29,5672560.66,7353960.6186813535,2096,407,216,1,3,8,3,2013,241,0,0,0,0,0,23147.0,0.00408,183.8,3310832.09,4257835.18088713,3257726.31,4532014.414992515,6803735.35,6153776.5417327145,8315612.42,6556006.600569222,2925621.722857143,22367.714285714286,3433934.030333333,22674.233333333334,84.0,0.0401
2013-08-30,5078725.12,6764787.150351216,1891,359,207,2,4,8,3,2013,242,0,0,0,0,0,26500.0,0.00412,231.9,5672560.66,7353960.6186813535,2969623.97,3951095.8062238363,9166873.59,9849379.680856502,8895019.51,7005789.33649759,3270598.0585714285,22721.0,3396228.2073333333,22693.466666666667,60.0,0.0317
2013-08-31,6073953.1,7767441.24627555,2029,378,265,2,5,8,3,2013,243,1,1,0,0,0,23963.0,0.00437,274.4,5078725.12,6764787.150351216,2555485.79,3705673.1787266424,9923281.81,11020551.692358844,8033889.92,6394707.020264743,3571898.2228571433,23368.285714285714,3259956.591666667,22855.3,65.0,0.032
2013-09-01,5150134.93,6249699.169840134,1799,353,264,2,6,9,3,2013,244,1,0,0,0,0,17091.0,0.00518,106.8,6073953.1,7767441.24627555,2705095.97,3596876.8815792724,6796390.91,8803327.772918317,7791131.42,6147724.107846665,4074536.41,23645.85714285714,3131645.6346666664,22869.666666666668,34.0,0.0189
2013-09-02,4632732.12,5492807.765945789,1460,277,215,2,0,9,3,2013,245,0,0,0,1,0,15376.0,0.00401,157.3,5150134.93,6249699.169840134,3068599.21,4277857.417662274,4801184.77,6587555.923242881,2329542.22,1742239.7607135242,4423827.6899999995,22797.85714285714,3076770.4353333334,22703.066666666666,76.0,0.0521
2013-09-03,3513035.69,3512863.511655891,745,154,168,1,1,9,3,2013,246,0,0,0,0,0,15581.0,0.0041,202.7,4632732.12,5492807.765945789,2611988.72,3455182.0229330775,4585791.21,6497971.01983549,3478710.92,2759036.6499943817,4647275.2485714285,21620.571428571428,3071155.347,22556.933333333334,16.0,0.0215
2013-09-04,4521428.59,4501496.445012237,908,183,204,1,2,9,3,2013,247,0,0,0,0,0,16020.0,0.00437,176.3,3513035.69,3512863.511655891,3310832.09,4257835.18088713,2005425.8699999999,2763411.198056485,3368596.8,2640647.888617655,4775996.244285715,20432.0,3035396.8296666667,22338.466666666667,31.0,0.0341
2013-09-05,2654396.09,2537368.1264062133,511,104,112,1,3,9,3,2013,248,0,0,0,0,0,16582.0,0.00488,181.5,4521428.59,4501496.445012237,5672560.66,7353960.6186813535,2142251.03,3063344.3724854975,2026742.3699999999,1682555.5696243322,4948938.601428571,19668.285714285714,3119263.587,22021.866666666665,37.0,0.0724
2013-09-06,2286012.83,2231858.3643884775,527,107,119,1,4,9,3,2013,249,0,0,0,0,0,16237.0,0.00406,224.6,2654396.09,2537368.1264062133,5078725.12,6764787.150351216,2341533.07,3018744.4623791752,2554299.5,1894035.0227804072,4517772.234285714,18730.428571428572,3136335.089,21865.6,15.0,0.0285
2013-09-07,2057136.8499999999,2010267.873833582,475,105,116,1,5,9,3,2013,250,1,0,0,0,0,15613.0,0.00413,318.7,2286012.83,2231858.3643884775,6073953.1,7767441.24627555,2681064.05,3722625.5030382103,2888642.57,2313226.2010116526,4118813.3357142853,17264.285714285714,3134484.4143333333,21682.533333333333,20.0,0.0421
2013-09-08,2565713.5,2458301.7268371647,613,123,136,1,6,9,3,2013,251,1,0,0,0,0,16962.0,0.00329,119.6,2057136.8499999999,2010267.873833582,5150134.93,6249699.169840134,2312411.11,3136936.5649556615,3324858.12,2569728.06113484,3544982.442857143,16071.42857142857,3113686.841,21368.033333333333,37.0,0.0604
2013-09-09,3213076.06,3205545.668289569,660,133,146,1,0,9,3,2013,252,0,0,0,0,0,18127.0,0.0048,240.7,2565713.5,2458301.7268371647,4632732.12,5492807.765945789,1589318.58,2105377.9763406264,4244460.64,3421541.89140503,3175779.381428572,16053.0,3122130.254,21204.4,44.0,0.0667
2013-09-10,4408873.91,4364105.744555098,945,205,223,1,1,9,3,2013,253,0,0,0,0,0,17160.0,0.00438,268.7,3213076.06,3205545.668289569,3513035.69,3512863.511655891,1888615.92,2618227.0300192945,4403460.78,3411779.3323937925,2972971.3728571427,16446.0,3176255.503333333,21044.266666666666,37.0,0.0392
2013-09-11,3748237.54,3661783.1363740466,775,152,169,1,2,9,3,2013,254,0,0,0,0,0,16910.0,0.00501,207.1,4408873.91,4364105.744555098,4521428.59,4501496.445012237,1780979.22,2410749.784197294,3661253.41,2933411.173993993,3100948.2614285713,16671.571428571428,3260264.103,20931.466666666667,52.0,0.0671
2013-09-12,3105057.25,3144130.6782082906,626,133,144,1,3,9,3,2013,255,0,0,0,0,0,15632.0,0.00503,296.5,3748237.54,3661783.1363740466,2654396.09,2537368.1264062133,2347870.88,3038368.1505114986,3110224.81,2485465.964728463,2990492.3971428573,16798.714285714286,3325839.3803333333,20675.933333333334,20.0,0.0319
2013-09-13,2475302.07,2526399.9718509624,517,115,122,1,4,9,3,2013,256,0,0,0,0,0,17916.0,0.00367,103.5,3105057.25,3144130.6782082906,2286012.83,2231858.3643884775,2567342.82,3503910.6767024845,2480038.5500000003,1997229.1159892913,3054872.5628571426,16663.0,3351078.926,20535.566666666666,21.0,0.0406
2013-09-14,2998500.18,2987695.4837108646,700,139,147,1,5,9,3,2013,257,1,0,0,0,0,16694.0,0.00564,308.3,2475302.07,2526399.9718509624,2057136.8499999999,2010267.873833582,3183134.48,4208257.973699986,3465463.26,2645024.2104281504,3081913.882857143,16902.85714285714,3348010.901,20353.533333333333,28.0,0.04
2013-09-15,2392751.2,2371635.2801876226,532,113,125,1,6,9,3,2013,258,1,0,0,0,0,15207.0,0.00553,177.3,2998500.18,2987695.4837108646,2565713.5,2458301.7268371647,3250634.65,4267186.599829969,3246720.74,2575999.7912880573,3216394.3585714283,17057.285714285714,3341856.424333333,20091.266666666666,26.0,0.0489
2013-09-16,3321190.07,3273198.291985187,815,152,174,1,0,9,3,2013,259,0,0,0,0,0,16977.0,0.00353,102.7,2392751.2,2371635.2801876226,3213076.06,3205545.668289569,2769482.81,3783435.8415109566,3973515.84,3189056.8765125195,3191685.458571429,16806.571428571428,3313260.3093333333,19878.366666666665,6.0,0.0074
2013-09-17,4557355.92,4422271.360721691,1104,223,244,1,1,9,3,2013,260,0,0,0,0,0,19210.0,0.0057,203.0,3321190.07,3273198.291985187,4408873.91,4364105.744555098,2212439.46,2779862.569372443,4414053.81,3605296.468362804,3207130.317142857,16642.285714285714,3331650.5513333334,19602.333333333332,56.0,0.0507
2013-09-18,3694282.14,3672963.6960925073,842,166,183,1,2,9,3,2013,261,0,0,0,0,0,19581.0,0.00458,158.9,4557355.92,4422271.360721691,3748237.54,3661783.1363740466,2595125.75,3360785.812996555,4616899.91,3742640.3885493116,3228342.032857143,16935.14285714286,3409814.433333333,19421.133333333335,34.0,0.0404
2013-09-19,2411116.29,2341018.1803411148,543,119,129,1,3,9,3,2013,262,0,0,0,0,0,15000.0,0.00538,238.9,3694282.14,3672963.6960925073,3105057.25,3144130.6782082906,2394085.46,3138834.329730399,3265670.1,2672317.6523531526,3220634.118571429,17316.714285714286,3446452.9796666666,19279.3,19.0,0.035
2013-09-20,2758066.65,2844608.7894975636,638,140,152,1,4,9,3,2013,263,0,0,0,0,0,18009.0,0.00462,111.3,2411116.29,2341018.1803411148,2475302.07,2526399.9718509624,2399696.05,3196040.0976941753,3366339.21,2744604.8131309426,3121499.695714286,17226.428571428572,3447020.674,19007.8,26.0,0.0408
2013-09-21,3235658.57,3198048.503587462,696,136,149,1,5,9,3,2013,264,1,0,0,0,0,16298.0,0.00417,271.6,2758066.65,2844608.7894975636,2998500.18,2987695.4837108646,3257726.31,4532014.414992515,3572914.11,2738974.73133213,3161894.635714286,17239.714285714286,3458966.360666667,18868.966666666667,40.0,0.0575
2013-09-22,2710621.59,2750987.455693629,622,129,141,1,6,9,3,2013,265,1,0,0,0,0,17457.0,0.00483,315.5,3235658.57,3198048.503587462,2392751.2,2371635.2801876226,2969623.97,3951095.8062238363,3400073.71,2664476.2113950765,3195774.4057142856,17183.14285714286,3458230.7693333332,18723.1,40.0,0.0643
